,Unnamed: 0,index,release_year,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year.1,count,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
47,47,303,2002,50,How You Remind Me,Nickelback,45.0,1,49,2002,1,0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840.0,4.0,
48,48,307,2002,46,Family Affair,Mary J. Blige,47.0,1,41,2002,1,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8.0,-3.75,0.0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867.0,4.0,
49,49,318,2001,50,Butterfly,Crazy Town,37.0,1,23,2001,1,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,audio_features,2cYqizR4lgvp4Qu6IQ3qGN,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/tracks/2cYqizR4lgvp4Qu6IQ3qGN,https://api.spotify.com/v1/audio-analysis/2cYqizR4lgvp4Qu6IQ3qGN,190557.0,4.0,
50,50,319,2001,44,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",33.0,1,25,2001,1,3WkibOpDF7cQ5xntM1epyf,0.853,0.606,0.0,-4.596,1.0,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600.0,4.0,
51,51,320,2001,41,With Arms Wide Open,Creed,37.0,1,47,2001,1,0eKyHwckh9vQb8ncZ2DXCs,0.41,0.539,0.0,-8.412,1.0,0.0302,0.00425,0.00089,0.117,0.141,138.852,audio_features,0eKyHwckh9vQb8ncZ2DXCs,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/tracks/0eKyHwckh9vQb8ncZ2DXCs,https://api.spotify.com/v1/audio-analysis/0eKyHwckh9vQb8ncZ2DXCs,274800.0,4.0,
52,52,333,2001,48,Bent,matchbox twenty,38.0,1,39,2001,1,6ulEymrJ2Azx1uo3YHSE5w,0.862,0.621,2.0,-7.423,1.0,0.283,0.379,0.0,0.415,0.239,124.081,audio_features,6ulEymrJ2Azx1uo3YHSE5w,spotify:track:6ulEymrJ2Azx1uo3YHSE5w,https://api.spotify.com/v1/tracks/6ulEymrJ2Azx1uo3YHSE5w,https://api.spotify.com/v1/audio-analysis/6ulEymrJ2Azx1uo3YHSE5w,170268.0,4.0,
53,53,337,2000,46,Incomplete,Sisqo,32.0,1,26,2000,1,3w8Mw9GHYepoTWOSdiyosj,0.746,0.443,1.0,-7.693,0.0,0.0771,0.282,0.0,0.14,0.272,119.311,audio_features,3w8Mw9GHYepoTWOSdiyosj,spotify:track:3w8Mw9GHYepoTWOSdiyosj,https://api.spotify.com/v1/tracks/3w8Mw9GHYepoTWOSdiyosj,https://api.spotify.com/v1/audio-analysis/3w8Mw9GHYepoTWOSdiyosj,274227.0,4.0,
54,54,338,2000,50,Everything You Want,Vertical Horizon,47.0,1,41,2000,1,4cKGldbhGJniI8BrB3K6tb,0.636,0.761,3.0,-6.389,0.0,0.0306,0.0517,0.0,0.0642,0.736,93.896,audio_features,4cKGldbhGJniI8BrB3K6tb,spotify:track:4cKGldbhGJniI8BrB3K6tb,https://api.spotify.com/v1/tracks/4cKGldbhGJniI8BrB3K6tb,https://api.spotify.com/v1/audio-analysis/4cKGldbhGJniI8BrB3K6tb,257067.0,4.0,
55,55,339,2000,43,Try Again,Aaliyah,36.0,1,32,2000,1,4Sav8RLaXMBpTZX6xNPj0K,0.435,0.352,2.0,-7.815,0.0,0.0371,0.814,0.0,0.247,0.345,85.82,audio_features,4Sav8RLaXMBpTZX6xNPj0K,spotify:track:4Sav8RLaXMBpTZX6xNPj0K,https://api.spotify.com/v1/tracks/4Sav8RLaXMBpTZX6xNPj0K,https://api.spotify.com/v1/audio-analysis/4Sav8RLaXMBpTZX6xNPj0K,178233.0,3.0,
56,56,340,2000,48,It's Gonna Be Me,'N Sync,38.0,1,25,2000,1,2AW37v0bDyuOzGP3XnmFuA,0.636,0.873,0.0,-4.672,0.0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,audio_features,2AW37v0bDyuOzGP3XnmFuA,spotify:track:2AW37v0bDyuOzGP3XnmFuA,https://api.spotify.com/v1/tracks/2AW37v0bDyuOzGP3XnmFuA,https://api.spotify.com/v1/audio-analysis/2AW37v0bDyuOzGP3XnmFuA,192427.0,4.0,
57,57,342,2000,50,Amazed,Lonestar,45.0,1,55,2000,1,6qc34bnVOyqGDPni8H5W0U,0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,audio_features,6qc34bnVOyqGDPni8H5W0U,spotify:track:6qc34bnVOyqGDPni8H5W0U,https://api.spotify.com/v1/tracks/6qc34bnVOyqGDPni8H5W0U,https://api.spotify.com/v1/audio-analysis/6qc34bnVOyqGDPni8H5W0U,240867.0,4.0,
58,58,354,1999,50,If You Had My Love,Jennifer Lopez,46.0,1,25,1999,1,3x4yV0hW5Ve3TKhFkXSqFn,0.68,0.625,11.0,-7.0,0.0,0.0353,0.0645,5.81e-05,0.109,0.814,94.02,audio_features,3x4yV0hW5Ve3TKhFkXSqFn,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/tracks/3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/audio-analysis/3x4yV0hW5Ve3TKhFkXSqFn,266000.0,4.0,
59,59,356,1999,55,Livin' La Vida Loca,Ricky Martin,44.0,1,20,1999,1,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1.0,-3.756,0.0,0.0476,0.00414,0.0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160.0,4.0,
60,60,363,1999,40,Have You Ever?,Brandy,39.0,1,22,1999,1,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0.0,-7.028,1.0,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133.0,4.0,
61,61,365,1999,50,Doo Wop (That Thing),Lauryn Hill,47.0,1,21,1999,1,0uEp9E98JB5awlA084uaIg,0.535,0.505,2.0,-8.926,0.0,0.245,0.0393,0.0,0.0923,0.495,99.935,audio_features,0uEp9E98JB5awlA084uaIg,spotify:track:0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg,320267.0,4.0,
62,62,366,1999,49,Lately,Divine,41.0,1,27,1999,1,5uKeg9x7ykaz7xe13vL1hg,0.751,0.503,1.0,-10.419,0.0,0.0962,0.218,0.00486,0.136,0.17,100.016,audio_features,5uKeg9x7ykaz7xe13vL1hg,spotify:track:5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/tracks/5uKeg9x7ykaz7xe13vL1hg,https://api.spotify.com/v1/audio-analysis/5uKeg9x7ykaz7xe13vL1hg,77867.0,4.0,
63,63,367,1999,50,Too Close,Next,48.0,1,53,1999,1,7M6KOBCfPzWqbkiaXnm7bd,0.42,0.558,9.0,-5.728,1.0,0.0509,0.167,0.0,0.19,0.538,165.987,audio_features,7M6KOBCfPzWqbkiaXnm7bd,spotify:track:7M6KOBCfPzWqbkiaXnm7bd,https://api.spotify.com/v1/tracks/7M6KOBCfPzWqbkiaXnm7bd,https://api.spotify.com/v1/audio-analysis/7M6KOBCfPzWqbkiaXnm7bd,170576.0,4.0,
64,64,368,1999,69,One Week,Barenaked Ladies,63.0,1,20,1999,1,7CyPwkp0oE8Ro9Dd5CUDjW,0.522,0.641,8.0,-6.287,1.0,0.0318,0.0545,0.0,0.162,0.202,87.51,audio_features,7CyPwkp0oE8Ro9Dd5CUDjW,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685.0,4.0,
65,65,369,1999,67,I Don't Want To Miss A Thing,Aerosmith,77.0,1,20,1999,1,5qlJg0Wbj3sslxfwiaRNpq,0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.161,audio_features,5qlJg0Wbj3sslxfwiaRNpq,spotify:track:5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/tracks/5qlJg0Wbj3sslxfwiaRNpq,https://api.spotify.com/v1/audio-analysis/5qlJg0Wbj3sslxfwiaRNpq,299723.0,4.0,
66,66,372,1998,47,Gettin' Jiggy Wit It,Will Smith,44.0,1,32,1998,1,0weAUscowxeqDtpCgtbpgp,0.881,0.874,6.0,-4.505,1.0,0.139,0.0175,1.14e-06,0.154,0.858,107.891,audio_features,0weAUscowxeqDtpCgtbpgp,spotify:track:0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/tracks/0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/audio-analysis/0weAUscowxeqDtpCgtbpgp,227933.0,4.0,
67,67,387,1997,50,MMMBop,Hanson,43.0,1,22,1997,1,0lnxrQAd9ZxbhBBe7d8FO8,0.683,0.937,9.0,-6.335,1.0,0.0449,0.00481,0.0046,0.07,0.619,104.872,audio_features,0lnxrQAd9ZxbhBBe7d8FO8,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/audio-analysis/0lnxrQAd9ZxbhBBe7d8FO8,268653.0,4.0,
68,68,388,1997,80,Hypnotize,The Notorious B.I.G.,60.0,1,20,1997,1,7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9.0,-3.439,1.0,0.28,0.145,0.0,0.287,0.67,93.941,audio_features,7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827.0,4.0,
69,69,392,1997,45,Wannabe,Spice Girls,38.0,1,23,1997,1,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11.0,-6.145,1.0,0.0324,0.101,0.0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027.0,4.0,
70,70,394,1997,44,Macarena (Bayside Boys Mix),Los Del Rio,42.0,1,60,1997,1,0a3SUpxyMCdPy6mrFH4YJF,0.766,0.74,1.0,-8.581,1.0,0.0417,0.0185,0.695,0.0576,0.902,112.979,audio_features,0a3SUpxyMCdPy6mrFH4YJF,spotify:track:0a3SUpxyMCdPy6mrFH4YJF,https://api.spotify.com/v1/tracks/0a3SUpxyMCdPy6mrFH4YJF,https://api.spotify.com/v1/audio-analysis/0a3SUpxyMCdPy6mrFH4YJF,204425.0,4.0,
71,71,396,1996,58,Tha Crossroads,Bone Thugs-N-Harmony,57.0,1,20,1996,1,5KSJ9k1FYjFLnIRlJT2wF8,0.679,0.509,4.0,-7.31,1.0,0.0617,0.0856,0.0,0.438,0.534,144.29,audio_features,5KSJ9k1FYjFLnIRlJT2wF8,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/tracks/5KSJ9k1FYjFLnIRlJT2wF8,https://api.spotify.com/v1/audio-analysis/5KSJ9k1FYjFLnIRlJT2wF8,223547.0,4.0,
72,72,399,1996,48,Kiss From A Rose,Seal,44.0,1,36,1996,1,3YKptz29AsOlm7WAVnztBh,0.584,0.533,10.0,-7.11,0.0,0.0305,0.684,0.0,0.306,0.224,131.745,audio_features,3YKptz29AsOlm7WAVnztBh,spotify:track:3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,288427.0,3.0,
73,73,403,1995,48,This Is How We Do It,Montell Jordan,49.0,1,29,1995,1,6uQKuonTU8VKBz5SHZuQXD,0.799,0.623,0.0,-9.374,1.0,0.0812,0.0141,0.0,0.43,0.773,103.649,audio_features,6uQKuonTU8VKBz5SHZuQXD,spotify:track:6uQKuonTU8VKBz5SHZuQXD,https://api.spotify.com/v1/tracks/6uQKuonTU8VKBz5SHZuQXD,https://api.spotify.com/v1/audio-analysis/6uQKuonTU8VKBz5SHZuQXD,238800.0,4.0,
74,75,406,1994,50,I Swear,All-4-One,47.0,1,30,1994,1,1lbjDy6IIerHFGZWKG0hno,0.13,0.0986,6.0,-25.793,0.0,0.0402,0.958,0.785,0.13,0.0904,87.797,audio_features,1lbjDy6IIerHFGZWKG0hno,spotify:track:1lbjDy6IIerHFGZWKG0hno,https://api.spotify.com/v1/tracks/1lbjDy6IIerHFGZWKG0hno,https://api.spotify.com/v1/audio-analysis/1lbjDy6IIerHFGZWKG0hno,740011.0,3.0,
75,76,407,1994,50,The Sign,Ace Of Base,47.0,1,41,1994,1,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707.0,4.0,
76,77,408,1994,38,Bump N' Grind,R. Kelly,40.0,1,25,1994,1,0DBIL8arX0Zo6eAuxNIpik,0.621,0.481,11.0,-8.016,1.0,0.0371,0.0984,0.0,0.241,0.679,65.004,audio_features,0DBIL8arX0Zo6eAuxNIpik,spotify:track:0DBIL8arX0Zo6eAuxNIpik,https://api.spotify.com/v1/tracks/0DBIL8arX0Zo6eAuxNIpik,https://api.spotify.com/v1/audio-analysis/0DBIL8arX0Zo6eAuxNIpik,256133.0,4.0,
77,78,417,1994,50,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,45.0,1,22,1994,1,57udlq7E7Fg0NWMkJAexP9,0.238,0.791,10.0,-4.311,1.0,0.0399,0.109,0.0,0.325,0.25,153.931,audio_features,57udlq7E7Fg0NWMkJAexP9,spotify:track:57udlq7E7Fg0NWMkJAexP9,https://api.spotify.com/v1/tracks/57udlq7E7Fg0NWMkJAexP9,https://api.spotify.com/v1/audio-analysis/57udlq7E7Fg0NWMkJAexP9,202013.0,4.0,
78,79,420,1993,46,Weak,SWV,46.0,1,26,1993,1,71EHOyEOhNx1SzTebRRyng,0.693,0.533,2.0,-10.954,0.0,0.0402,0.107,0.0,0.0695,0.568,127.661,audio_features,71EHOyEOhNx1SzTebRRyng,spotify:track:71EHOyEOhNx1SzTebRRyng,https://api.spotify.com/v1/tracks/71EHOyEOhNx1SzTebRRyng,https://api.spotify.com/v1/audio-analysis/71EHOyEOhNx1SzTebRRyng,291907.0,4.0,
79,80,421,1993,47,Freak Me,Silk,34.0,1,24,1993,1,0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,6.0,-9.931,0.0,0.31,0.588,0.0,0.102,0.0727,88.031,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293.0,4.0,
80,81,422,1993,52,Informer,Snow,41.0,1,25,1993,1,2LjiPAQOVazT8sRyXL3XRs,0.763,0.742,6.0,-10.975,0.0,0.188,0.0984,0.0,0.38,0.483,98.145,audio_features,2LjiPAQOVazT8sRyXL3XRs,spotify:track:2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/tracks/2LjiPAQOVazT8sRyXL3XRs,https://api.spotify.com/v1/audio-analysis/2LjiPAQOVazT8sRyXL3XRs,268910.0,4.0,
81,82,424,1993,75,How Do You Talk To An Angel,The Heights,69.0,1,20,1993,1,2QVHmiFTjFsHyxONRdbkcq,0.404,0.51,9.0,-11.353,1.0,0.0321,0.281,6.32e-06,0.0789,0.526,80.643,audio_features,2QVHmiFTjFsHyxONRdbkcq,spotify:track:2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/tracks/2QVHmiFTjFsHyxONRdbkcq,https://api.spotify.com/v1/audio-analysis/2QVHmiFTjFsHyxONRdbkcq,227267.0,4.0,
82,83,425,1992,41,Baby Got Back,Sir Mix-A-Lot,32.0,1,28,1992,1,1SAkL1mYNJlaqnBQxVZrRl,0.926,0.669,1.0,-11.271,1.0,0.301,0.0051,0.0,0.0887,0.642,128.462,audio_features,1SAkL1mYNJlaqnBQxVZrRl,spotify:track:1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/tracks/1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/audio-analysis/1SAkL1mYNJlaqnBQxVZrRl,262827.0,4.0,
83,84,426,1992,46,Jump,Kris Kross,42.0,1,21,1992,1,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600.0,4.0,
84,84,426,1992,46,Jump,Kris Kross,42.0,1,21,1992,1,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600.0,4.0,
85,164,625,1984,100,Jump,Van Halen,89.0,1,21,1984,1,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600.0,4.0,
86,164,625,1984,100,Jump,Van Halen,89.0,1,21,1984,1,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600.0,4.0,
87,85,427,1992,47,Save The Best For Last,Vanessa Williams,43.0,1,27,1992,1,7okbmgA8lRBGl5limZ7LFM,0.528,0.234,3.0,-15.784,1.0,0.0283,0.641,0.0,0.183,0.191,95.911,audio_features,7okbmgA8lRBGl5limZ7LFM,spotify:track:7okbmgA8lRBGl5limZ7LFM,https://api.spotify.com/v1/tracks/7okbmgA8lRBGl5limZ7LFM,https://api.spotify.com/v1/audio-analysis/7okbmgA8lRBGl5limZ7LFM,218733.0,4.0,
88,86,428,1992,48,To Be With You,Mr. Big,43.0,1,24,1992,1,0eifvmNPHWaSh4IKNR4Xva,0.688,0.284,4.0,-13.577,1.0,0.0574,0.359,0.0,0.127,0.482,83.433,audio_features,0eifvmNPHWaSh4IKNR4Xva,spotify:track:0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/tracks/0eifvmNPHWaSh4IKNR4Xva,https://api.spotify.com/v1/audio-analysis/0eifvmNPHWaSh4IKNR4Xva,208080.0,4.0,
89,87,431,1992,35,I'm Too Sexy,Right Said Fred,25.0,1,21,1992,1,3qEODCkVZpKfTqbNsorj8j,0.622,0.867,0.0,-9.157,0.0,0.0508,0.00465,0.00274,0.0809,0.87,132.022,audio_features,3qEODCkVZpKfTqbNsorj8j,spotify:track:3qEODCkVZpKfTqbNsorj8j,https://api.spotify.com/v1/tracks/3qEODCkVZpKfTqbNsorj8j,https://api.spotify.com/v1/audio-analysis/3qEODCkVZpKfTqbNsorj8j,282947.0,4.0,
90,88,433,1992,51,Set Adrift On Memory Bliss,P.M. Dawn,40.0,1,20,1992,1,0qiF6U6WT4nGQTQnhU1chs,0.795,0.705,5.0,-8.552,0.0,0.0715,0.00118,0.00658,0.136,0.482,100.025,audio_features,0qiF6U6WT4nGQTQnhU1chs,spotify:track:0qiF6U6WT4nGQTQnhU1chs,https://api.spotify.com/v1/tracks/0qiF6U6WT4nGQTQnhU1chs,https://api.spotify.com/v1/audio-analysis/0qiF6U6WT4nGQTQnhU1chs,235800.0,4.0,
91,89,436,1992,67,Cream,Prince And The N.P.G.,60.0,1,20,1992,1,03ThZweiBWFP8tOGsk6QMO,0.867,0.774,11.0,-5.791,0.0,0.315,0.11,0.0,0.157,0.549,130.007,audio_features,03ThZweiBWFP8tOGsk6QMO,spotify:track:03ThZweiBWFP8tOGsk6QMO,https://api.spotify.com/v1/tracks/03ThZweiBWFP8tOGsk6QMO,https://api.spotify.com/v1/audio-analysis/03ThZweiBWFP8tOGsk6QMO,142498.0,4.0,
92,90,437,1991,29,Romantic,Karyn White,29.0,1,20,1991,1,1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,6.0,-10.613,1.0,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631.0,4.0,
93,91,444,1991,94,Unbelievable,EMF,81.0,1,23,1991,1,5VYTKiOnHw4iTrB9pG3yum,0.636,0.848,1.0,-6.854,1.0,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813.0,4.0,
94,92,445,1991,88,More Than Words,Extreme,70.0,1,24,1991,1,1gVgkQFOKa8Wc1HYsJtPdH,0.626,0.134,6.0,-14.898,1.0,0.0298,0.467,0.0,0.113,0.239,91.893,audio_features,1gVgkQFOKa8Wc1HYsJtPdH,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,https://api.spotify.com/v1/tracks/1gVgkQFOKa8Wc1HYsJtPdH,https://api.spotify.com/v1/audio-analysis/1gVgkQFOKa8Wc1HYsJtPdH,334107.0,4.0,
