,Unnamed: 0,index,release_year,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year.1,count,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
95,93,446,1991,91,I Like The Way (The Kissing Game),Hi-Five,67.0,1,23,1991,1,0u16RbrSY7DWF3WAr0aaZ3,0.723,0.498,1.0,-10.53,1.0,0.0319,0.102,0.0278,0.0305,0.712,104.085,audio_features,0u16RbrSY7DWF3WAr0aaZ3,spotify:track:0u16RbrSY7DWF3WAr0aaZ3,https://api.spotify.com/v1/tracks/0u16RbrSY7DWF3WAr0aaZ3,https://api.spotify.com/v1/audio-analysis/0u16RbrSY7DWF3WAr0aaZ3,348773.0,4.0,
96,94,447,1991,93,Baby Baby,Amy Grant,70.0,1,21,1991,1,0zirWZTcXBBwGsevrsIpvT,0.0,0.00832,7.0,-26.712,1.0,0.0,0.917,1.0,0.111,0.0,0.0,audio_features,0zirWZTcXBBwGsevrsIpvT,spotify:track:0zirWZTcXBBwGsevrsIpvT,https://api.spotify.com/v1/tracks/0zirWZTcXBBwGsevrsIpvT,https://api.spotify.com/v1/audio-analysis/0zirWZTcXBBwGsevrsIpvT,142222.0,0.0,
97,95,452,1991,90,I've Been Thinking About You,Londonbeat,67.0,1,19,1991,1,0ljyDzqD8DEro3JIrF0Zxb,0.689,0.711,10.0,-6.344,0.0,0.0375,0.0263,0.00764,0.0368,0.632,113.657,audio_features,0ljyDzqD8DEro3JIrF0Zxb,spotify:track:0ljyDzqD8DEro3JIrF0Zxb,https://api.spotify.com/v1/tracks/0ljyDzqD8DEro3JIrF0Zxb,https://api.spotify.com/v1/audio-analysis/0ljyDzqD8DEro3JIrF0Zxb,188908.0,4.0,
98,96,456,1991,97,One More Try,Timmy T.,86.0,1,25,1991,1,5932kbyNt445gDTT2chRUS,0.551,0.291,5.0,-12.544,1.0,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,audio_features,5932kbyNt445gDTT2chRUS,spotify:track:5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/tracks/5932kbyNt445gDTT2chRUS,https://api.spotify.com/v1/audio-analysis/5932kbyNt445gDTT2chRUS,350667.0,3.0,
99,97,459,1991,97,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,82.0,1,25,1991,1,7eheoW4hxrH51ww2QePVwF,0.557,0.798,6.0,-7.405,1.0,0.0935,0.000851,0.675,0.183,0.794,112.187,audio_features,7eheoW4hxrH51ww2QePVwF,spotify:track:7eheoW4hxrH51ww2QePVwF,https://api.spotify.com/v1/tracks/7eheoW4hxrH51ww2QePVwF,https://api.spotify.com/v1/audio-analysis/7eheoW4hxrH51ww2QePVwF,244093.0,4.0,
100,98,460,1991,100,The First Time,Surface,88.0,1,25,1991,1,2R4AlwtrrkMaRKojcTIzmL,0.551,0.529,5.0,-10.469,0.0,0.0517,0.296,0.0093,0.178,0.521,75.515,audio_features,2R4AlwtrrkMaRKojcTIzmL,spotify:track:2R4AlwtrrkMaRKojcTIzmL,https://api.spotify.com/v1/tracks/2R4AlwtrrkMaRKojcTIzmL,https://api.spotify.com/v1/audio-analysis/2R4AlwtrrkMaRKojcTIzmL,182307.0,4.0,
101,99,461,1991,93,Because I Love You (The Postman Song),Stevie B,83.0,1,23,1991,1,6GWAYg3cZzizs3FAJzdydD,0.22,0.339,1.0,-8.082,1.0,0.037,0.812,0.0,0.139,0.0887,61.764,audio_features,6GWAYg3cZzizs3FAJzdydD,spotify:track:6GWAYg3cZzizs3FAJzdydD,https://api.spotify.com/v1/tracks/6GWAYg3cZzizs3FAJzdydD,https://api.spotify.com/v1/audio-analysis/6GWAYg3cZzizs3FAJzdydD,306829.0,4.0,
102,100,462,1991,91,Ice Ice Baby,Vanilla Ice,77.0,1,21,1991,1,3XVozq1aeqsJwpXrEZrDJ9,0.979,0.792,2.0,-2.784,1.0,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,audio_features,3XVozq1aeqsJwpXrEZrDJ9,spotify:track:3XVozq1aeqsJwpXrEZrDJ9,https://api.spotify.com/v1/tracks/3XVozq1aeqsJwpXrEZrDJ9,https://api.spotify.com/v1/audio-analysis/3XVozq1aeqsJwpXrEZrDJ9,254467.0,4.0,
103,101,463,1991,99,I Don't Have The Heart,James Ingram,91.0,1,26,1991,1,5In7xBveNACCRX2uWNoPuW,0.487,0.423,2.0,-8.181,1.0,0.0243,0.658,0.0,0.109,0.334,88.883,audio_features,5In7xBveNACCRX2uWNoPuW,spotify:track:5In7xBveNACCRX2uWNoPuW,https://api.spotify.com/v1/tracks/5In7xBveNACCRX2uWNoPuW,https://api.spotify.com/v1/audio-analysis/5In7xBveNACCRX2uWNoPuW,253507.0,4.0,
104,102,464,1991,95,Close To You,Maxi Priest,77.0,1,30,1991,1,06Qo2fYR2KS1F7bL338iVT,0.781,0.655,2.0,-7.073,0.0,0.0457,0.114,0.00249,0.103,0.493,113.031,audio_features,06Qo2fYR2KS1F7bL338iVT,spotify:track:06Qo2fYR2KS1F7bL338iVT,https://api.spotify.com/v1/tracks/06Qo2fYR2KS1F7bL338iVT,https://api.spotify.com/v1/audio-analysis/06Qo2fYR2KS1F7bL338iVT,170995.0,4.0,
105,105,467,1990,91,If Wishes Came True,Sweet Sensation,80.0,1,20,1990,1,5gAdATsfINRIljv4LbrKX2,0.493,0.453,3.0,-10.878,1.0,0.0248,0.0944,0.00467,0.1,0.188,143.725,audio_features,5gAdATsfINRIljv4LbrKX2,spotify:track:5gAdATsfINRIljv4LbrKX2,https://api.spotify.com/v1/tracks/5gAdATsfINRIljv4LbrKX2,https://api.spotify.com/v1/audio-analysis/5gAdATsfINRIljv4LbrKX2,315160.0,4.0,
106,106,472,1990,97,Nothing Compares 2 U,Sinead O'Connor,72.0,1,21,1990,1,5GHY1DFWKz3Prg2V0Iodqo,0.512,0.574,5.0,-7.016,1.0,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,audio_features,5GHY1DFWKz3Prg2V0Iodqo,spotify:track:5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/tracks/5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/audio-analysis/5GHY1DFWKz3Prg2V0Iodqo,280040.0,4.0,
107,107,473,1990,90,Black Velvet,Alannah Myles,71.0,1,24,1990,1,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8.0,-10.07,1.0,0.0312,0.273,9.04e-05,0.106,0.469,91.147,audio_features,1KU5EHSz04JhGg3rReGJ0N,spotify:track:1KU5EHSz04JhGg3rReGJ0N,https://api.spotify.com/v1/tracks/1KU5EHSz04JhGg3rReGJ0N,https://api.spotify.com/v1/audio-analysis/1KU5EHSz04JhGg3rReGJ0N,287440.0,4.0,
108,109,475,1990,87,Love Will Lead You Back,Taylor Dayne,83.0,1,20,1990,1,3HLgjHYaEhKFvV4SSvI9Te,0.547,0.513,1.0,-7.006,1.0,0.0267,0.201,0.0,0.0866,0.2,73.214,audio_features,3HLgjHYaEhKFvV4SSvI9Te,spotify:track:3HLgjHYaEhKFvV4SSvI9Te,https://api.spotify.com/v1/tracks/3HLgjHYaEhKFvV4SSvI9Te,https://api.spotify.com/v1/audio-analysis/3HLgjHYaEhKFvV4SSvI9Te,277600.0,4.0,
109,110,476,1990,95,Opposites Attract,Paula Abdul (Duet With The Wild Pair),92.0,1,23,1990,1,7z38bideBRvGAgjXe2SECm,0.783,0.842,1.0,-8.838,1.0,0.054,0.0337,2.57e-06,0.0519,0.933,117.79,audio_features,7z38bideBRvGAgjXe2SECm,spotify:track:7z38bideBRvGAgjXe2SECm,https://api.spotify.com/v1/tracks/7z38bideBRvGAgjXe2SECm,https://api.spotify.com/v1/audio-analysis/7z38bideBRvGAgjXe2SECm,265373.0,4.0,
110,111,489,1990,85,When I See You Smile,Bad English,79.0,1,22,1990,1,0tKjVEJlX3IZ5L1rEJc5hh,0.495,0.609,7.0,-9.902,1.0,0.0339,0.42,0.0,0.187,0.33,135.671,audio_features,0tKjVEJlX3IZ5L1rEJc5hh,spotify:track:0tKjVEJlX3IZ5L1rEJc5hh,https://api.spotify.com/v1/tracks/0tKjVEJlX3IZ5L1rEJc5hh,https://api.spotify.com/v1/audio-analysis/0tKjVEJlX3IZ5L1rEJc5hh,257440.0,4.0,
111,112,493,1989,85,Toy Soldiers,Martika,76.0,1,20,1989,1,6CN3e26iQSj1N5lomh0mfO,0.52,0.768,8.0,-3.489,0.0,0.359,0.0193,0.00034,0.104,0.398,79.178,audio_features,6CN3e26iQSj1N5lomh0mfO,spotify:track:6CN3e26iQSj1N5lomh0mfO,https://api.spotify.com/v1/tracks/6CN3e26iQSj1N5lomh0mfO,https://api.spotify.com/v1/audio-analysis/6CN3e26iQSj1N5lomh0mfO,296880.0,4.0,
112,115,504,1989,100,The Living Years,Mike + The Mechanics,69.0,1,20,1989,1,7tJnjRY2js0yXtNUWE4fgF,0.518,0.417,8.0,-13.268,1.0,0.0325,0.58,0.0,0.0722,0.311,97.63,audio_features,7tJnjRY2js0yXtNUWE4fgF,spotify:track:7tJnjRY2js0yXtNUWE4fgF,https://api.spotify.com/v1/tracks/7tJnjRY2js0yXtNUWE4fgF,https://api.spotify.com/v1/audio-analysis/7tJnjRY2js0yXtNUWE4fgF,330267.0,4.0,
113,116,505,1989,84,When I'm With You,Sheriff,76.0,1,28,1989,1,6yJmxPGazR55GAQdyHPf6q,0.307,0.623,5.0,-5.612,1.0,0.0287,0.00015,0.0,0.0913,0.346,168.904,audio_features,6yJmxPGazR55GAQdyHPf6q,spotify:track:6yJmxPGazR55GAQdyHPf6q,https://api.spotify.com/v1/tracks/6yJmxPGazR55GAQdyHPf6q,https://api.spotify.com/v1/audio-analysis/6yJmxPGazR55GAQdyHPf6q,174147.0,4.0,
114,117,506,1989,97,My Prerogative,Bobby Brown,87.0,1,24,1989,1,0v9kGNjkKdQUdDoBIuiph4,0.762,0.625,9.0,-10.481,1.0,0.0562,0.0655,0.0,0.252,0.696,110.163,audio_features,0v9kGNjkKdQUdDoBIuiph4,spotify:track:0v9kGNjkKdQUdDoBIuiph4,https://api.spotify.com/v1/tracks/0v9kGNjkKdQUdDoBIuiph4,https://api.spotify.com/v1/audio-analysis/0v9kGNjkKdQUdDoBIuiph4,291560.0,4.0,
115,118,507,1989,96,Every Rose Has Its Thorn,Poison,75.0,1,21,1989,1,43GS3mtezoIFiuIZCLLiDY,0.533,0.637,6.0,-5.571,1.0,0.0323,0.16,1.12e-05,0.369,0.292,140.167,audio_features,43GS3mtezoIFiuIZCLLiDY,spotify:track:43GS3mtezoIFiuIZCLLiDY,https://api.spotify.com/v1/tracks/43GS3mtezoIFiuIZCLLiDY,https://api.spotify.com/v1/audio-analysis/43GS3mtezoIFiuIZCLLiDY,260173.0,4.0,
116,119,515,1989,90,"Wild, Wild West",The Escape Club,89.0,1,27,1989,1,7r6PigmGzlB3YPB7wvBBbi,0.654,0.75,8.0,-7.509,0.0,0.105,0.244,0.0178,0.167,0.557,92.773,audio_features,7r6PigmGzlB3YPB7wvBBbi,spotify:track:7r6PigmGzlB3YPB7wvBBbi,https://api.spotify.com/v1/tracks/7r6PigmGzlB3YPB7wvBBbi,https://api.spotify.com/v1/audio-analysis/7r6PigmGzlB3YPB7wvBBbi,272507.0,4.0,
117,120,516,1989,91,"Baby, I Love Your Way/Freebird Medley",Will To Power,87.0,1,24,1989,1,0vafgT4kyUWEYi4pXmsN1m,0.66,0.399,7.0,-11.004,1.0,0.0308,0.729,0.00851,0.178,0.542,152.854,audio_features,0vafgT4kyUWEYi4pXmsN1m,spotify:track:0vafgT4kyUWEYi4pXmsN1m,https://api.spotify.com/v1/tracks/0vafgT4kyUWEYi4pXmsN1m,https://api.spotify.com/v1/audio-analysis/0vafgT4kyUWEYi4pXmsN1m,238250.0,4.0,
118,122,518,1989,94,Love Bites,Def Leppard,94.0,1,23,1989,1,3Dfy8YIxq89i84t108TvMi,0.59,0.743,0.0,-7.078,0.0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,3Dfy8YIxq89i84t108TvMi,spotify:track:3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/tracks/3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/audio-analysis/3Dfy8YIxq89i84t108TvMi,346960.0,4.0,
119,123,519,1988,93,Sweet Child O' Mine,Guns N' Roses,85.0,1,24,1988,1,7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6.0,-5.321,1.0,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067.0,4.0,
120,124,522,1988,98,The Flame,Cheap Trick,83.0,1,27,1988,1,0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8.0,-7.295,1.0,0.0391,0.0027,0.0,0.105,0.105,120.146,audio_features,0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,234000.0,4.0,
121,125,526,1988,83,Wishing Well,Terence Trent D'Arby,66.0,1,25,1988,1,2U5WueTLIK5WJLD7mvDODv,0.65,0.613,9.0,-6.13,0.0,0.128,0.00336,0.0,0.267,0.0804,149.972,audio_features,2U5WueTLIK5WJLD7mvDODv,spotify:track:2U5WueTLIK5WJLD7mvDODv,https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv,https://api.spotify.com/v1/audio-analysis/2U5WueTLIK5WJLD7mvDODv,194621.0,4.0,
122,126,530,1988,79,Need You Tonight,INXS,72.0,1,25,1988,1,5eU8qMd0TpaLqTGDZJaLDs,0.801,0.723,10.0,-4.985,0.0,0.0689,0.0713,0.154,0.0675,0.883,109.03,audio_features,5eU8qMd0TpaLqTGDZJaLDs,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,https://api.spotify.com/v1/tracks/5eU8qMd0TpaLqTGDZJaLDs,https://api.spotify.com/v1/audio-analysis/5eU8qMd0TpaLqTGDZJaLDs,180518.0,4.0,
123,127,531,1988,97,Seasons Change,Expose,74.0,1,20,1988,1,1iGuSsBQT3JPnJtg0Advjz,0.0913,0.00671,4.0,-35.02,1.0,0.0459,0.961,0.821,0.101,0.0471,70.351,audio_features,1iGuSsBQT3JPnJtg0Advjz,spotify:track:1iGuSsBQT3JPnJtg0Advjz,https://api.spotify.com/v1/tracks/1iGuSsBQT3JPnJtg0Advjz,https://api.spotify.com/v1/audio-analysis/1iGuSsBQT3JPnJtg0Advjz,164823.0,3.0,
124,128,538,1988,97,Heaven Is A Place On Earth,Belinda Carlisle,79.0,1,21,1988,1,3EvpaRZkKWxsgDIO2zMH7g,0.605,0.902,4.0,-5.804,1.0,0.0385,0.0171,1.31e-06,0.124,0.692,122.866,audio_features,3EvpaRZkKWxsgDIO2zMH7g,spotify:track:3EvpaRZkKWxsgDIO2zMH7g,https://api.spotify.com/v1/tracks/3EvpaRZkKWxsgDIO2zMH7g,https://api.spotify.com/v1/audio-analysis/3EvpaRZkKWxsgDIO2zMH7g,233667.0,4.0,
125,129,539,1988,92,Mony Mony,Billy Idol,83.0,1,22,1988,1,2LbkpJUH052AvFcNIgjHTO,0.742,0.743,10.0,-6.293,0.0,0.0508,0.00935,0.0,0.22,0.485,135.012,audio_features,2LbkpJUH052AvFcNIgjHTO,spotify:track:2LbkpJUH052AvFcNIgjHTO,https://api.spotify.com/v1/tracks/2LbkpJUH052AvFcNIgjHTO,https://api.spotify.com/v1/audio-analysis/2LbkpJUH052AvFcNIgjHTO,301800.0,4.0,
126,130,540,1988,99,Here I Go Again,Whitesnake,98.0,1,28,1988,1,1qOU8KzFifXE9YrgjVwYvc,0.292,0.823,7.0,-6.763,1.0,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,audio_features,1qOU8KzFifXE9YrgjVwYvc,spotify:track:1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/tracks/1qOU8KzFifXE9YrgjVwYvc,https://api.spotify.com/v1/audio-analysis/1qOU8KzFifXE9YrgjVwYvc,275395.0,4.0,
127,131,543,1987,99,La Bamba,Los Lobos,69.0,1,21,1987,1,2aEeghgUcnu75tzcolFMfs,0.516,0.809,0.0,-6.419,1.0,0.0545,0.787,0.000331,0.303,0.939,75.099,audio_features,2aEeghgUcnu75tzcolFMfs,spotify:track:2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/tracks/2aEeghgUcnu75tzcolFMfs,https://api.spotify.com/v1/audio-analysis/2aEeghgUcnu75tzcolFMfs,126960.0,4.0,
128,132,544,1987,99,I Just Can't Stop Loving You,Michael Jackson With Siedah Garrett,77.0,1,14,1987,1,2fytePz8UsbUr8n33QBEcm,0.657,0.467,5.0,-8.925,1.0,0.0341,0.667,1.92e-06,0.0295,0.276,100.139,audio_features,2fytePz8UsbUr8n33QBEcm,spotify:track:2fytePz8UsbUr8n33QBEcm,https://api.spotify.com/v1/tracks/2fytePz8UsbUr8n33QBEcm,https://api.spotify.com/v1/audio-analysis/2fytePz8UsbUr8n33QBEcm,251760.0,4.0,
129,134,550,1987,92,Always,Atlantic Starr,79.0,1,22,1987,1,2enPRFda84VE2wtI8c86Uf,0.174,0.742,8.0,-5.93,1.0,0.0485,0.00181,0.281,0.198,0.36,163.378,audio_features,2enPRFda84VE2wtI8c86Uf,spotify:track:2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/tracks/2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/audio-analysis/2enPRFda84VE2wtI8c86Uf,223747.0,4.0,
130,135,551,1987,96,You Keep Me Hangin' On,Kim Wilde,85.0,1,21,1987,1,4a01ClusxuZiloOK5UgLUn,0.682,0.612,8.0,-7.004,0.0,0.0381,0.284,0.0,0.0783,0.845,127.647,audio_features,4a01ClusxuZiloOK5UgLUn,spotify:track:4a01ClusxuZiloOK5UgLUn,https://api.spotify.com/v1/tracks/4a01ClusxuZiloOK5UgLUn,https://api.spotify.com/v1/audio-analysis/4a01ClusxuZiloOK5UgLUn,163280.0,4.0,
131,136,552,1987,87,(I Just) Died In Your Arms,Cutting Crew,69.0,1,19,1987,1,4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,11.0,-11.402,0.0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,audio_features,4ByEFOBuLXpCqvO1kw8Wdm,spotify:track:4ByEFOBuLXpCqvO1kw8Wdm,https://api.spotify.com/v1/tracks/4ByEFOBuLXpCqvO1kw8Wdm,https://api.spotify.com/v1/audio-analysis/4ByEFOBuLXpCqvO1kw8Wdm,280400.0,4.0,
132,137,557,1987,97,Lean On Me,Club Nouveau,73.0,1,17,1987,1,3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0.0,-13.843,1.0,0.0672,0.782,1.19e-05,0.124,0.426,75.143,audio_features,3M8FzayQWtkvOhqMn2V4T2,spotify:track:3M8FzayQWtkvOhqMn2V4T2,https://api.spotify.com/v1/tracks/3M8FzayQWtkvOhqMn2V4T2,https://api.spotify.com/v1/audio-analysis/3M8FzayQWtkvOhqMn2V4T2,258835.0,4.0,
133,138,562,1987,99,Shake You Down,Gregory Abbott,58.0,1,22,1987,1,1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,9.0,-5.756,1.0,0.0295,0.00463,0.000406,0.0711,0.132,105.111,audio_features,1Hb1IJ9bBCa6wo3fRtexnJ,spotify:track:1Hb1IJ9bBCa6wo3fRtexnJ,https://api.spotify.com/v1/tracks/1Hb1IJ9bBCa6wo3fRtexnJ,https://api.spotify.com/v1/audio-analysis/1Hb1IJ9bBCa6wo3fRtexnJ,211373.0,4.0,
134,139,564,1987,82,The Next Time I Fall,Peter Cetera With Amy Grant,58.0,1,21,1987,1,7zSDDsIlks515d0tZGM64x,0.645,0.431,8.0,-10.178,1.0,0.0272,0.438,0.000634,0.0709,0.336,118.223,audio_features,7zSDDsIlks515d0tZGM64x,spotify:track:7zSDDsIlks515d0tZGM64x,https://api.spotify.com/v1/tracks/7zSDDsIlks515d0tZGM64x,https://api.spotify.com/v1/audio-analysis/7zSDDsIlks515d0tZGM64x,226133.0,4.0,
135,140,567,1987,98,Amanda,Boston,77.0,1,18,1987,1,4gpext9x0CbdD9NWaa4nDj,0.449,0.424,7.0,-14.06,1.0,0.0323,0.32,1.69e-06,0.107,0.259,125.494,audio_features,4gpext9x0CbdD9NWaa4nDj,spotify:track:4gpext9x0CbdD9NWaa4nDj,https://api.spotify.com/v1/tracks/4gpext9x0CbdD9NWaa4nDj,https://api.spotify.com/v1/audio-analysis/4gpext9x0CbdD9NWaa4nDj,256200.0,4.0,
136,142,574,1986,99,Venus,Bananarama,68.0,1,19,1986,1,5fqjfiMOFapIb8uFcxBStH,0.433,0.0286,0.0,-17.597,1.0,0.0527,0.961,0.0102,0.0594,0.0764,110.908,audio_features,5fqjfiMOFapIb8uFcxBStH,spotify:track:5fqjfiMOFapIb8uFcxBStH,https://api.spotify.com/v1/tracks/5fqjfiMOFapIb8uFcxBStH,https://api.spotify.com/v1/audio-analysis/5fqjfiMOFapIb8uFcxBStH,281500.0,4.0,
137,144,576,1986,92,Sledgehammer,Peter Gabriel,77.0,1,21,1986,1,4AUS8KNz7zX8XFu9L38GT0,0.641,0.682,8.0,-7.561,1.0,0.0392,0.044,0.0,0.0394,0.468,96.319,audio_features,4AUS8KNz7zX8XFu9L38GT0,spotify:track:4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/tracks/4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,311986.0,4.0,
138,145,577,1986,98,Invisible Touch,Genesis,79.0,1,17,1986,1,0xpBr84T3FTm9j4D1MdPtk,0.617,0.931,0.0,-6.845,1.0,0.0345,0.186,0.00166,0.171,0.849,131.014,audio_features,0xpBr84T3FTm9j4D1MdPtk,spotify:track:0xpBr84T3FTm9j4D1MdPtk,https://api.spotify.com/v1/tracks/0xpBr84T3FTm9j4D1MdPtk,https://api.spotify.com/v1/audio-analysis/0xpBr84T3FTm9j4D1MdPtk,208027.0,4.0,
139,146,579,1986,97,West End Girls,Pet Shop Boys,75.0,1,20,1986,1,2Di0qFNb7ATroCGB3q0Ka7,0.656,0.914,4.0,-7.471,0.0,0.0394,0.000943,0.0628,0.159,0.576,113.259,audio_features,2Di0qFNb7ATroCGB3q0Ka7,spotify:track:2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/tracks/2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/audio-analysis/2Di0qFNb7ATroCGB3q0Ka7,285907.0,4.0,
140,147,580,1986,99,Addicted To Love,Robert Palmer,61.0,1,22,1986,1,5izGeTxueiFX1UPFGohY9w,0.702,0.578,2.0,-13.415,1.0,0.031,0.382,5.89e-06,0.0425,0.975,111.617,audio_features,5izGeTxueiFX1UPFGohY9w,spotify:track:5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/tracks/5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/audio-analysis/5izGeTxueiFX1UPFGohY9w,363640.0,4.0,
141,148,581,1986,88,Rock Me Amadeus,Falco,45.0,1,17,1986,1,0DfG1ltJnZyq4Tx3ZLL7ZU,0.61,0.817,4.0,-9.45,0.0,0.133,0.296,0.00336,0.0884,0.89,176.735,audio_features,0DfG1ltJnZyq4Tx3ZLL7ZU,spotify:track:0DfG1ltJnZyq4Tx3ZLL7ZU,https://api.spotify.com/v1/tracks/0DfG1ltJnZyq4Tx3ZLL7ZU,https://api.spotify.com/v1/audio-analysis/0DfG1ltJnZyq4Tx3ZLL7ZU,202236.0,4.0,
