,Unnamed: 0,index,release_year,rank,song,artist,last-week,peak-rank,weeks-on-board,release_year.1,count,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
142,149,589,1986,82,Separate Lives,Phil Collins and Marilyn Martin,65.0,1,21,1986,1,6DEFVerhYVJ6ZkPJiPl5Sm,0.32,0.308,4.0,-9.118,1.0,0.0318,0.237,0.0,0.319,0.193,93.173,audio_features,6DEFVerhYVJ6ZkPJiPl5Sm,spotify:track:6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/tracks/6DEFVerhYVJ6ZkPJiPl5Sm,https://api.spotify.com/v1/audio-analysis/6DEFVerhYVJ6ZkPJiPl5Sm,248907.0,4.0,
143,150,590,1986,100,Miami Vice Theme,Jan Hammer,97.0,1,22,1986,1,1biP5gM7Le8S3E7GJEKgXC,0.571,0.924,7.0,-9.887,1.0,0.0385,0.547,0.896,0.432,0.854,115.431,audio_features,1biP5gM7Le8S3E7GJEKgXC,spotify:track:1biP5gM7Le8S3E7GJEKgXC,https://api.spotify.com/v1/tracks/1biP5gM7Le8S3E7GJEKgXC,https://api.spotify.com/v1/audio-analysis/1biP5gM7Le8S3E7GJEKgXC,147600.0,4.0,
144,151,598,1986,99,Take On Me,a-ha,97.0,1,27,1986,1,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,audio_features,2WfaOiMkCvy7F5fcp2zZ8L,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/tracks/2WfaOiMkCvy7F5fcp2zZ8L,https://api.spotify.com/v1/audio-analysis/2WfaOiMkCvy7F5fcp2zZ8L,225280.0,4.0,
145,152,599,1985,95,Oh Sheila,Ready For The World,79.0,1,21,1985,1,5PM96PMKMfD1lLX2lryUsG,0.798,0.577,0.0,-10.347,1.0,0.0777,0.0234,0.00112,0.0728,0.835,128.82,audio_features,5PM96PMKMfD1lLX2lryUsG,spotify:track:5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/tracks/5PM96PMKMfD1lLX2lryUsG,https://api.spotify.com/v1/audio-analysis/5PM96PMKMfD1lLX2lryUsG,240093.0,4.0,
146,153,600,1985,79,Money For Nothing,Dire Straits,68.0,1,22,1985,1,4yqtwO7MQIIXqoiRBPHAgR,0.667,0.655,2.0,-9.339,0.0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,audio_features,4yqtwO7MQIIXqoiRBPHAgR,spotify:track:4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/tracks/4yqtwO7MQIIXqoiRBPHAgR,https://api.spotify.com/v1/audio-analysis/4yqtwO7MQIIXqoiRBPHAgR,506400.0,4.0,
147,154,601,1985,99,St. Elmo's Fire (Man In Motion),John Parr,92.0,1,22,1985,1,1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,9.0,-10.945,1.0,0.0327,0.15,3.04e-06,0.222,0.471,111.203,audio_features,1A2PWRltFrX8iB8IP3CUgo,spotify:track:1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/tracks/1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/audio-analysis/1A2PWRltFrX8iB8IP3CUgo,251800.0,4.0,
148,155,604,1985,96,Everytime You Go Away,Paul Young,84.0,1,23,1985,1,6ktlRjmAIzEk3a56L7brb0,0.453,0.234,7.0,-16.943,1.0,0.0342,0.577,0.00119,0.0431,0.197,146.831,audio_features,6ktlRjmAIzEk3a56L7brb0,spotify:track:6ktlRjmAIzEk3a56L7brb0,https://api.spotify.com/v1/tracks/6ktlRjmAIzEk3a56L7brb0,https://api.spotify.com/v1/audio-analysis/6ktlRjmAIzEk3a56L7brb0,322920.0,4.0,
149,156,609,1985,98,Don't You (Forget About Me),Simple Minds,79.0,1,22,1985,1,07o54snAilKYHsW8bGFe9x,0.486,0.694,0.0,-5.8,1.0,0.141,0.574,0.0,0.125,0.248,109.41,audio_features,07o54snAilKYHsW8bGFe9x,spotify:track:07o54snAilKYHsW8bGFe9x,https://api.spotify.com/v1/tracks/07o54snAilKYHsW8bGFe9x,https://api.spotify.com/v1/audio-analysis/07o54snAilKYHsW8bGFe9x,216413.0,4.0,
150,157,610,1985,100,We Are The World,USA For Africa,92.0,1,18,1985,1,7ccI9cStQbQdystvc6TvxD,0.268,0.459,7.0,-6.948,0.0,0.0346,0.378,0.0,0.119,0.172,64.223,audio_features,7ccI9cStQbQdystvc6TvxD,spotify:track:7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/tracks/7ccI9cStQbQdystvc6TvxD,https://api.spotify.com/v1/audio-analysis/7ccI9cStQbQdystvc6TvxD,179200.0,4.0,
151,158,613,1985,89,I Want To Know What Love Is,Foreigner,75.0,1,21,1985,1,1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6.0,-10.036,1.0,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787.0,4.0,
152,159,620,1984,96,Missing You,John Waite,84.0,1,24,1984,1,1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760.0,4.0,
153,160,621,1984,91,What's Love Got To Do With It,Tina Turner,78.0,1,28,1984,1,3ErsOxqe2RmXkR65wkygDz,0.855,0.48,1.0,-8.902,1.0,0.0588,0.254,2.16e-05,0.151,0.798,97.793,audio_features,3ErsOxqe2RmXkR65wkygDz,spotify:track:3ErsOxqe2RmXkR65wkygDz,https://api.spotify.com/v1/tracks/3ErsOxqe2RmXkR65wkygDz,https://api.spotify.com/v1/audio-analysis/3ErsOxqe2RmXkR65wkygDz,230240.0,4.0,
154,161,622,1984,98,Ghostbusters,Ray Parker Jr.,95.0,1,21,1984,1,3m0y8qLoznUYi73SUBP8GI,0.788,0.846,4.0,-5.017,1.0,0.0372,0.0103,0.000281,0.26,0.738,115.636,audio_features,3m0y8qLoznUYi73SUBP8GI,spotify:track:3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/tracks/3m0y8qLoznUYi73SUBP8GI,https://api.spotify.com/v1/audio-analysis/3m0y8qLoznUYi73SUBP8GI,245253.0,4.0,
155,162,623,1984,76,Let's Hear It For The Boy,Deniece Williams,66.0,1,19,1984,1,4VyU9Tg4drTj2mOUZHSK2u,0.808,0.485,0.0,-8.829,1.0,0.056,0.0761,0.00414,0.0477,0.714,122.659,audio_features,4VyU9Tg4drTj2mOUZHSK2u,spotify:track:4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/tracks/4VyU9Tg4drTj2mOUZHSK2u,https://api.spotify.com/v1/audio-analysis/4VyU9Tg4drTj2mOUZHSK2u,262440.0,4.0,
156,163,624,1984,93,Footloose,Kenny Loggins,82.0,1,23,1984,1,6W2VbtvMrDXm5vYeB7amkO,0.546,0.895,9.0,-7.189,1.0,0.0579,0.0819,1.42e-05,0.0768,0.494,174.089,audio_features,6W2VbtvMrDXm5vYeB7amkO,spotify:track:6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/tracks/6W2VbtvMrDXm5vYeB7amkO,https://api.spotify.com/v1/audio-analysis/6W2VbtvMrDXm5vYeB7amkO,220707.0,4.0,
157,165,626,1984,97,Karma Chameleon,Culture Club,90.0,1,22,1984,1,2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10.0,-7.182,1.0,0.0366,0.225,0.0,0.188,0.894,92.049,audio_features,2wSAWEYUHkt92X4SBAPqZE,spotify:track:2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/tracks/2wSAWEYUHkt92X4SBAPqZE,https://api.spotify.com/v1/audio-analysis/2wSAWEYUHkt92X4SBAPqZE,252773.0,4.0,
158,166,627,1984,97,Owner Of A Lonely Heart,Yes,79.0,1,23,1984,1,0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7.0,-5.981,1.0,0.0364,0.175,0.00367,0.26,0.89,125.061,audio_features,0GTK6TesV108Jj5D3MHsYb,spotify:track:0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,268507.0,4.0,
159,167,628,1984,99,Say Say Say,Paul McCartney And Michael Jackson,76.0,1,22,1984,1,4NioO5R9sHEZh4cGzMHyNt,0.626,0.547,4.0,-8.285,1.0,0.0342,0.0656,1.67e-05,0.149,0.192,109.946,audio_features,4NioO5R9sHEZh4cGzMHyNt,spotify:track:4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/tracks/4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/audio-analysis/4NioO5R9sHEZh4cGzMHyNt,279833.0,4.0,
160,168,629,1984,97,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,72.0,1,25,1984,1,4mnOVRRXsaqg9Nb041xR8u,0.592,0.473,8.0,-9.834,1.0,0.0354,0.681,0.0,0.0732,0.741,203.989,audio_features,4mnOVRRXsaqg9Nb041xR8u,spotify:track:4mnOVRRXsaqg9Nb041xR8u,https://api.spotify.com/v1/tracks/4mnOVRRXsaqg9Nb041xR8u,https://api.spotify.com/v1/audio-analysis/4mnOVRRXsaqg9Nb041xR8u,249360.0,4.0,
161,169,630,1984,96,Total Eclipse Of The Heart,Bonnie Tyler,87.0,1,29,1984,1,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8.0,-5.887,1.0,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,7wuJGgpTNzbUyn26IOY6rj,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360.0,4.0,
162,170,631,1983,83,Sweet Dreams (Are Made Of This),Eurythmics,77.0,1,26,1983,1,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933.0,4.0,
163,171,632,1983,89,Maniac,Michael Sembello,63.0,1,22,1983,1,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8.0,-5.46,1.0,0.0435,0.00162,0.0,0.354,0.493,108.045,audio_features,6KfoDhO4XUWSbnyKjNp9c4,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/tracks/6KfoDhO4XUWSbnyKjNp9c4,https://api.spotify.com/v1/audio-analysis/6KfoDhO4XUWSbnyKjNp9c4,185773.0,4.0,
164,172,633,1983,92,Every Breath You Take,The Police,55.0,1,22,1983,1,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920.0,4.0,
165,173,634,1983,74,Flashdance...What A Feeling,Irene Cara,64.0,1,25,1983,1,3cbV252akVZInSvJk7jAYX,0.572,0.654,7.0,-7.027,0.0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,audio_features,3cbV252akVZInSvJk7jAYX,spotify:track:3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,https://api.spotify.com/v1/audio-analysis/3cbV252akVZInSvJk7jAYX,237053.0,4.0,
166,174,637,1983,97,Come On Eileen,Dexys Midnight Runners,87.0,1,23,1983,1,3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2.0,-7.049,1.0,0.0472,0.664,3.02e-06,0.259,0.782,106.61,audio_features,3MrWxJaD2AT0W9DjWF64Vm,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/tracks/3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/audio-analysis/3MrWxJaD2AT0W9DjWF64Vm,287307.0,4.0,
167,175,640,1983,90,"Baby, Come To Me",Patti Austin A Duet With James Ingram,76.0,1,32,1983,1,65bvH7egzl7h9f7uJmqGV4,0.631,0.505,7.0,-12.083,0.0,0.0903,0.553,0.0,0.137,0.687,90.204,audio_features,65bvH7egzl7h9f7uJmqGV4,spotify:track:65bvH7egzl7h9f7uJmqGV4,https://api.spotify.com/v1/tracks/65bvH7egzl7h9f7uJmqGV4,https://api.spotify.com/v1/audio-analysis/65bvH7egzl7h9f7uJmqGV4,215387.0,4.0,
168,176,641,1983,93,Africa,Toto,69.0,1,21,1983,1,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9.0,-18.064,1.0,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893.0,4.0,
169,177,642,1983,96,Mickey,Toni Basil,88.0,1,27,1983,1,3RKjTYlQrtLXCq5ncswBPp,0.912,0.507,2.0,-11.952,1.0,0.0587,0.579,0.0,0.167,0.725,134.978,audio_features,3RKjTYlQrtLXCq5ncswBPp,spotify:track:3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp,115556.0,4.0,
170,178,643,1983,91,Up Where We Belong,Joe Cocker And Jennifer Warnes,58.0,1,23,1983,1,4U6mBgGP8FXN6UH4T3AJhu,0.624,0.306,2.0,-11.831,1.0,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,audio_features,4U6mBgGP8FXN6UH4T3AJhu,spotify:track:4U6mBgGP8FXN6UH4T3AJhu,https://api.spotify.com/v1/tracks/4U6mBgGP8FXN6UH4T3AJhu,https://api.spotify.com/v1/audio-analysis/4U6mBgGP8FXN6UH4T3AJhu,232667.0,4.0,
171,179,644,1982,96,Jack & Diane,John Cougar,85.0,1,22,1982,1,43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9.0,-8.214,1.0,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,audio_features,43btz2xjMKpcmjkuRsvxyg,spotify:track:43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,254493.0,4.0,
172,180,645,1982,93,Eye Of The Tiger,Survivor,75.0,1,25,1982,1,2HHtWyy5CgaQbC7XSoOb0e,0.815,0.438,0.0,-14.522,0.0,0.0346,0.216,0.000466,0.0787,0.552,108.965,audio_features,2HHtWyy5CgaQbC7XSoOb0e,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,243773.0,4.0,
173,181,648,1982,99,Ebony And Ivory,Paul McCartney And Stevie Wonder,92.0,1,19,1982,1,3fVSMbeq8tY3G85yxcJwRU,0.567,0.692,4.0,-7.881,1.0,0.0379,0.0784,0.0,0.0338,0.708,160.697,audio_features,3fVSMbeq8tY3G85yxcJwRU,spotify:track:3fVSMbeq8tY3G85yxcJwRU,https://api.spotify.com/v1/tracks/3fVSMbeq8tY3G85yxcJwRU,https://api.spotify.com/v1/audio-analysis/3fVSMbeq8tY3G85yxcJwRU,226267.0,4.0,
174,182,649,1982,97,Chariots Of Fire - Titles,Vangelis,95.0,1,28,1982,1,40GkYO2g4a3sjipt8VtRkb,0.503,0.465,1.0,-7.762,1.0,0.032,0.0513,0.695,0.0941,0.04,135.883,audio_features,40GkYO2g4a3sjipt8VtRkb,spotify:track:40GkYO2g4a3sjipt8VtRkb,https://api.spotify.com/v1/tracks/40GkYO2g4a3sjipt8VtRkb,https://api.spotify.com/v1/audio-analysis/40GkYO2g4a3sjipt8VtRkb,201212.0,4.0,
175,183,651,1982,99,Centerfold,The J. Geils Band,89.0,1,25,1982,1,1ynmMEK1fkyiZ6Z6F3ThEt,0.653,0.677,0.0,-12.244,1.0,0.0396,0.249,0.0,0.403,0.888,114.37,audio_features,1ynmMEK1fkyiZ6Z6F3ThEt,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/tracks/1ynmMEK1fkyiZ6Z6F3ThEt,https://api.spotify.com/v1/audio-analysis/1ynmMEK1fkyiZ6Z6F3ThEt,216533.0,4.0,
176,184,659,1981,87,Jessie's Girl,Rick Springfield,70.0,1,32,1981,1,5RsUlxLto4NZbhJpqJbHfN,0.727,0.834,2.0,-5.851,1.0,0.0496,0.165,0.0,0.105,0.816,131.7,audio_features,5RsUlxLto4NZbhJpqJbHfN,spotify:track:5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/tracks/5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/audio-analysis/5RsUlxLto4NZbhJpqJbHfN,194120.0,4.0,
177,185,660,1981,94,The One That You Love,Air Supply,79.0,1,19,1981,1,3FDAd5vW4P7xe1GBNOLyfD,0.396,0.479,5.0,-8.072,1.0,0.0268,0.728,9.51e-06,0.102,0.184,109.973,audio_features,3FDAd5vW4P7xe1GBNOLyfD,spotify:track:3FDAd5vW4P7xe1GBNOLyfD,https://api.spotify.com/v1/tracks/3FDAd5vW4P7xe1GBNOLyfD,https://api.spotify.com/v1/audio-analysis/3FDAd5vW4P7xe1GBNOLyfD,259000.0,4.0,
178,186,661,1981,99,Bette Davis Eyes,Kim Carnes,93.0,1,26,1981,1,0odIT9B9BvOCnXfS0e4lB5,0.675,0.649,5.0,-10.271,1.0,0.0319,0.0204,0.0,0.0959,0.596,116.624,audio_features,0odIT9B9BvOCnXfS0e4lB5,spotify:track:0odIT9B9BvOCnXfS0e4lB5,https://api.spotify.com/v1/tracks/0odIT9B9BvOCnXfS0e4lB5,https://api.spotify.com/v1/audio-analysis/0odIT9B9BvOCnXfS0e4lB5,228000.0,4.0,
179,187,662,1981,100,Medley,Stars On 45,100.0,1,21,1981,1,2FbGlEPAjNhWvrVvlentVq,0.441,0.403,2.0,-11.18,0.0,0.147,0.255,1.27e-05,0.13,0.158,139.92,audio_features,2FbGlEPAjNhWvrVvlentVq,spotify:track:2FbGlEPAjNhWvrVvlentVq,https://api.spotify.com/v1/tracks/2FbGlEPAjNhWvrVvlentVq,https://api.spotify.com/v1/audio-analysis/2FbGlEPAjNhWvrVvlentVq,434960.0,4.0,
180,188,663,1981,93,Morning Train (Nine To Five),Sheena Easton,86.0,1,21,1981,1,1qvDt6W8oaTO9Q4pFNMFEm,0.76,0.556,5.0,-8.872,0.0,0.0817,0.63,0.0,0.148,0.817,121.818,audio_features,1qvDt6W8oaTO9Q4pFNMFEm,spotify:track:1qvDt6W8oaTO9Q4pFNMFEm,https://api.spotify.com/v1/tracks/1qvDt6W8oaTO9Q4pFNMFEm,https://api.spotify.com/v1/audio-analysis/1qvDt6W8oaTO9Q4pFNMFEm,200827.0,4.0,
181,189,668,1981,100,9 To 5,Dolly Parton,91.0,1,26,1981,1,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6.0,-5.852,1.0,0.0457,0.416,1.54e-06,0.631,0.813,105.39,audio_features,4w3tQBXhn5345eUXDGBWZG,spotify:track:4w3tQBXhn5345eUXDGBWZG,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG,https://api.spotify.com/v1/audio-analysis/4w3tQBXhn5345eUXDGBWZG,162467.0,4.0,
182,190,670,1981,95,I Love A Rainy Night,Eddie Rabbitt,75.0,1,28,1981,1,0zvNHIL7ci0ZzIoWU6RO2u,0.685,0.718,0.0,-7.724,1.0,0.0521,0.122,0.0,0.0556,0.958,131.463,audio_features,0zvNHIL7ci0ZzIoWU6RO2u,spotify:track:0zvNHIL7ci0ZzIoWU6RO2u,https://api.spotify.com/v1/tracks/0zvNHIL7ci0ZzIoWU6RO2u,https://api.spotify.com/v1/audio-analysis/0zvNHIL7ci0ZzIoWU6RO2u,191067.0,4.0,
183,191,671,1981,95,(Just Like) Starting Over,John Lennon,49.0,1,22,1981,1,5y0YreEOnQiKFAnCrcFIXz,0.701,0.79,9.0,-6.16,1.0,0.0725,0.301,6.06e-05,0.179,0.421,99.104,audio_features,5y0YreEOnQiKFAnCrcFIXz,spotify:track:5y0YreEOnQiKFAnCrcFIXz,https://api.spotify.com/v1/tracks/5y0YreEOnQiKFAnCrcFIXz,https://api.spotify.com/v1/audio-analysis/5y0YreEOnQiKFAnCrcFIXz,236547.0,4.0,
184,192,672,1981,97,Lady,Kenny Rogers,97.0,1,25,1981,1,7mXuWTczZNxG5EDcjFEuJR,0.646,0.736,5.0,-7.118,0.0,0.0449,0.216,0.0,0.415,0.873,140.098,audio_features,7mXuWTczZNxG5EDcjFEuJR,spotify:track:7mXuWTczZNxG5EDcjFEuJR,https://api.spotify.com/v1/tracks/7mXuWTczZNxG5EDcjFEuJR,https://api.spotify.com/v1/audio-analysis/7mXuWTczZNxG5EDcjFEuJR,212878.0,3.0,
185,193,686,1980,99,Funkytown,"Lipps, Inc.",95.0,1,23,1980,1,5Q6GRDSFdRwE7H37dQop9u,0.915,0.591,0.0,-8.865,1.0,0.0597,0.000468,0.833,0.0938,0.315,122.664,audio_features,5Q6GRDSFdRwE7H37dQop9u,spotify:track:5Q6GRDSFdRwE7H37dQop9u,https://api.spotify.com/v1/tracks/5Q6GRDSFdRwE7H37dQop9u,https://api.spotify.com/v1/audio-analysis/5Q6GRDSFdRwE7H37dQop9u,234800.0,4.0,
186,194,687,1980,94,Another Brick In The Wall (Part II),Pink Floyd,94.0,1,25,1980,1,33NHOyVja2kmc5VE85aX6v,0.372,0.0573,0.0,-22.53,1.0,0.0413,0.993,0.905,0.0683,0.117,92.705,audio_features,33NHOyVja2kmc5VE85aX6v,spotify:track:33NHOyVja2kmc5VE85aX6v,https://api.spotify.com/v1/tracks/33NHOyVja2kmc5VE85aX6v,https://api.spotify.com/v1/audio-analysis/33NHOyVja2kmc5VE85aX6v,325000.0,4.0,
187,195,689,1980,93,Escape (The Pina Colada Song),Rupert Holmes,69.0,1,21,1980,1,5IMtdHjJ1OtkxbGe4zfUxQ,0.836,0.509,0.0,-13.668,1.0,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,audio_features,5IMtdHjJ1OtkxbGe4zfUxQ,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/tracks/5IMtdHjJ1OtkxbGe4zfUxQ,https://api.spotify.com/v1/audio-analysis/5IMtdHjJ1OtkxbGe4zfUxQ,276493.0,4.0,
188,196,697,1980,96,Babe,Styx,79.0,1,19,1980,1,0v4z1tuZvn6LGknom9Qx7d,0.584,0.743,4.0,-7.075,1.0,0.0931,0.0538,2.83e-06,0.121,0.746,167.844,audio_features,0v4z1tuZvn6LGknom9Qx7d,spotify:track:0v4z1tuZvn6LGknom9Qx7d,https://api.spotify.com/v1/tracks/0v4z1tuZvn6LGknom9Qx7d,https://api.spotify.com/v1/audio-analysis/0v4z1tuZvn6LGknom9Qx7d,224240.0,4.0,
189,197,699,1980,100,Pop Muzik,M,59.0,1,24,1980,1,25G8NNFBnjXgWCGtyPa1Ax,0.912,0.673,2.0,-8.91,1.0,0.109,0.0995,0.0,0.103,0.123,120.157,audio_features,25G8NNFBnjXgWCGtyPa1Ax,spotify:track:25G8NNFBnjXgWCGtyPa1Ax,https://api.spotify.com/v1/tracks/25G8NNFBnjXgWCGtyPa1Ax,https://api.spotify.com/v1/audio-analysis/25G8NNFBnjXgWCGtyPa1Ax,228160.0,4.0,
